"ResultsId","ExpId","1-Finished","1-FinishGain","1-MaxDuration","1-PotentialGain","1-RequiredAccuracy","1-StartGain","2-Finished","2-FinishGain","2-MaxDuration","2-PotentialGain","2-RequiredAccuracy","2-StartGain","3-1-1-Block","3-1-1-Brightness","3-1-1-CorrectResponse","3-1-1-IsCorrect","3-1-1-Order","3-1-1-Response","3-1-1-StartCorrect","3-1-1-StartDuration","3-1-1-Time","3-1-2-Block","3-1-2-Brightness","3-1-2-CorrectResponse","3-1-2-IsCorrect","3-1-2-Order","3-1-2-Response","3-1-2-StartCorrect","3-1-2-StartDuration","3-1-2-Time","3-1-3-Block","3-1-3-Brightness","3-1-3-CorrectResponse","3-1-3-IsCorrect","3-1-3-Order","3-1-3-Response","3-1-3-StartCorrect","3-1-3-StartDuration","3-1-3-Time","3-1-4-Block","3-1-4-Brightness","3-1-4-CorrectResponse","3-1-4-IsCorrect","3-1-4-Order","3-1-4-Response","3-1-4-StartCorrect","3-1-4-StartDuration","3-1-4-Time","3-1-5-Block","3-1-5-Brightness","3-1-5-CorrectResponse","3-1-5-IsCorrect","3-1-5-Order","3-1-5-Response","3-1-5-StartCorrect","3-1-5-StartDuration","3-1-5-Time","3-1-6-Block","3-1-6-Brightness","3-1-6-CorrectResponse","3-1-6-IsCorrect","3-1-6-Order","3-1-6-Response","3-1-6-StartCorrect","3-1-6-StartDuration","3-1-6-Time","3-1-7-Block","3-1-7-Brightness","3-1-7-CorrectResponse","3-1-7-IsCorrect","3-1-7-Order","3-1-7-Response","3-1-7-StartCorrect","3-1-7-StartDuration","3-1-7-Time","3-1-8-Block","3-1-8-Brightness","3-1-8-CorrectResponse","3-1-8-IsCorrect","3-1-8-Order","3-1-8-Response","3-1-8-StartCorrect","3-1-8-StartDuration","3-1-8-Time","3-Finished","3-FinishGain","3-MaxDuration","3-PotentialGain","3-RequiredAccuracy","3-StartGain","4-Finished","4-MaxDuration","4-PotentialGain","4-RequiredAccuracy","4-StartGain","age","blockorder","condition","country","finished","gainfinish","gainstart","gender","source","stage","started","Stats-Blank-Average","Stats-Blank-Max","Stats-Blank-Min","Stats-Blank-Stdev","subjectid","Tag","UserAgent","WindowSize","UpdatedIP","CreatedIP","Updated","Created",
"11125","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","3","1866.6320000047563","464","3","0.44","2","1","3","2","2","1383.2950000069104","484","3","0.46","2","1","8","2","4","4133.140000019921","640","3","0.48","2","0","6","1","4","2899.9000000185333","611","3","0.52","1","1","1","1","0","0","752","3","0.54","1","0","5","2","4","2333.2810000138124","556","3","0.56","1","0","7","2","4","3516.5300000226125","618","3","0.68","1","1","2","1","1","749.9700000043958","624","1","0","0","0","0","0","0","0","0","0","0","42","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","516.42","516.65","515.38","0.4","1152","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","162.198.201.8","162.198.201.8","09-03-2018 10:01:02","09-03-2018 09:59:57",
"11131","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","3","2","2","1349.974000127986","511","3","0.44","2","1","8","2","7","4466.671000001952","518","3","0.46","2","1","5","2","4","2383.2980000879616","780","3","0.48","2","1","2","2","1","583.2819999195635","757","3","0.52","1","1","6","1","5","3166.650000028312","762","3","0.54","1","1","4","1","3","1866.6440001688898","505","3","0.56","1","1","7","1","6","3933.32999991253","524","3","0.68","1","1","1","1","0","0","581","1","0","0","0","0","0","0","0","0","0","0","26","[1,2,3,4]","1","USA","1","0","0","female","mturk","1","1","502.13","516.66","500.02","5.49","1153","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","174.102.80.73","174.102.80.73","09-03-2018 11:14:06","09-03-2018 11:11:25",
"11132","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","1","6659.853000193834","471","3","0.44","2","1","6","2","2","7143.542000208981","655","3","0.46","2","1","7","2","3","7809.552000137046","696","3","0.48","2","-1","1","-1","0","0","-1","3","0.52","1","0","8","2","4","8509.03000019025","843","3","0.54","1","0","2","2","0","3001.522000064142","147","3","0.56","1","-1","3","-1","0","3151.1380000738427","-1","3","0.68","1","1","4","1","0","6161.592000164092","489","1","0","0","0","0","0","0","0","0","0","0","30","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","513.17","516.17","500.28","5.05","1154","Study 4b","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","173.21.108.119","173.21.108.119","09-03-2018 11:13:30","09-03-2018 11:12:23",
"11141","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","4","3516.5260003414005","1623","3","0.44","2","1","5","2","3","2566.564000211656","942","3","0.46","2","0","4","1","3","1799.9280001968145","766","3","0.48","2","1","7","2","5","5149.794000433758","1101","3","0.52","1","1","3","1","2","1349.946000147611","441","3","0.54","1","1","2","1","1","866.6320000775158","478","3","0.56","1","1","1","1","0","0","853","3","0.68","1","1","8","1","6","6266.416000435129","1207","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","2","United States","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1155","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36","","172.92.152.226","172.92.152.226","09-03-2018 12:04:14","09-03-2018 12:02:02",
"11145","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","0","1543.3045001962382","1045","3","0.44","2","0","1","1","0","0","1538","3","0.46","2","1","6","2","3","5031.322611914598","863","3","0.48","2","1","5","2","2","4212.63851697596","803","3","0.52","1","1","8","1","5","6954.607900410105","731","3","0.54","1","1","7","1","4","5900.434937240527","1049","3","0.56","1","0","4","2","2","3311.574099915466","890","3","0.68","1","1","3","1","1","2594.196511676506","712","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.36","515.5","500.22","4.97","1156","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.205","10.16.96.205","09-03-2018 12:27:42","09-03-2018 12:26:20",
"11148","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","5","4707.562253114287","692","3","0.44","2","1","4","2","3","3155.5827401160204","776","3","0.46","2","1","2","2","1","869.6361675185835","1321","3","0.48","2","1","5","2","4","3939.634884596948","759","3","0.52","1","0","8","2","7","6075.8963574669615","1384","3","0.54","1","1","7","1","6","5408.685642412034","662","3","0.56","1","1","3","1","2","2204.5567388892086","945","3","0.68","1","1","1","1","0","0","864","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","2","Singapore","1","0","0","male","firstyear","1","1","500.56","500.95","500.4","0.16","1157","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","09-03-2018 12:36:27","09-03-2018 12:35:04",
"11149","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","0","1185.7564221294742","881","3","0.44","2","1","7","2","5","4915.992353908485","670","3","0.46","2","0","1","1","0","0","1174","3","0.48","2","1","5","2","3","3393.449330031828","656","3","0.52","1","1","3","1","1","2071.6112404909654","650","3","0.54","1","1","6","1","4","4060.83090606067","851","3","0.56","1","1","8","1","6","5592.433864552193","798","3","0.68","1","1","4","1","2","2725.9438454720366","653","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","1","Hong Kong","1","0","0","female","firstyear","1","1","502.29","514.89","500.38","4.76","1158","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","09-03-2018 12:36:39","09-03-2018 12:35:06",
"11161","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","6","1","3","3974.1551201285037","1145","3","0.44","2","1","8","2","4","6394.153267344198","784","3","0.46","2","0","4","1","3","2822.2186244566837","541","3","0.48","2","0","5","1","3","3373.1250421917357","596","3","0.52","1","1","2","1","1","1602.123629809008","627","3","0.54","1","1","1","1","0","0","1591","3","0.56","1","1","3","1","2","2235.969907743609","582","3","0.68","1","1","7","1","3","5125.186849205857","1256","1","0","0","0","0","0","0","0","0","0","0","23","[1,2,3,4]","1","Australia","1","0","0","female","community","1","1","502.12","513.59","500.28","4.34","1159","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","09-03-2018 13:01:50","09-03-2018 13:00:20",
"11163","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","1","2934.25951063729","1182","3","0.44","2","1","1","2","0","0","1437","3","0.46","2","0","3","1","1","2197.6533945238916","732","3","0.48","2","1","6","2","3","5439.850444741038","1521","3","0.52","1","0","2","2","1","1441.9793920240918","751","3","0.54","1","0","7","2","4","6974.662458842067","1617","3","0.56","1","1","5","1","2","4121.636387493549","1305","3","0.68","1","1","8","1","4","8596.530152001287","668","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","India","1","0","0","female","community","1","1","502.37","515.53","500.31","4.97","1160","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","09-03-2018 13:04:30","09-03-2018 13:02:51",
"11171","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","3","3221.407106575847","671","3","0.44","2","1","2","2","1","1151.2908281517157","681","3","0.46","2","1","1","2","0","0","1137","3","0.48","2","1","6","2","4","3905.744017969104","1081","3","0.52","1","0","3","2","2","1836.2893655024672","660","3","0.54","1","1","7","1","5","4990.486204485089","744","3","0.56","1","1","4","1","2","2503.793390345003","711","3","0.68","1","1","8","1","6","5741.087702553545","680","1","0","0","0","0","0","0","0","0","0","0","19","[1,2,3,4]","2","Australia","1","0","0","male","firstyear","1","1","500.46","500.62","500.19","0.12","1161","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.205","10.16.96.205","09-03-2018 13:30:51","09-03-2018 13:29:06",
"11172","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","2","2524.6377794188593","647","3","0.44","2","1","8","2","5","4297.168602396516","454","3","0.46","2","0","2","1","1","922.4668668880477","493","3","0.48","2","0","4","1","2","1890.431835842246","626","3","0.52","1","1","3","1","1","1422.8515970319276","455","3","0.54","1","1","6","1","3","3176.045091015796","537","3","0.56","1","1","1","1","0","0","918","3","0.68","1","1","7","1","4","3728.5535227867513","561","1","0","0","0","0","0","0","0","0","0","0","17","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","502.09","513.48","500.26","4.31","1162","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","09-03-2018 13:30:47","09-03-2018 13:29:15",
"11181","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","1","2","0","0","969","3","0.44","2","1","2","2","1","974.4874013626395","871","3","0.46","2","1","7","2","4","5064.48827222945","1188","3","0.48","2","0","5","1","3","3411.949812354498","828","3","0.52","1","0","4","2","3","2811.068074314746","591","3","0.54","1","1","3","1","2","1858.8395027525766","936","3","0.56","1","1","6","1","3","4245.910871164895","808","3","0.68","1","1","8","1","5","6265.884113928078","665","1","0","0","0","0","0","0","0","0","0","0","22","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","500.53","500.71","500.37","0.09","1163","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.240","10.16.96.240","09-03-2018 13:58:42","09-03-2018 13:57:25",
"11183","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","3","2","1","1351.625146082115","712","3","0.44","2","0","7","1","3","4210.17237031024","938","3","0.46","2","0","1","1","0","0","819","3","0.48","2","0","5","1","3","2706.691678280673","652","3","0.52","1","1","8","1","3","5161.229348687899","753","3","0.54","1","0","6","2","3","3374.7697535592524","831","3","0.56","1","1","4","1","2","2069.9136760321926","633","3","0.68","1","1","2","1","0","834.3444255886497","510","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","1","Australia","1","0","0","female","community","1","1","502.47","516.12","500.38","5.16","1164","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","09-03-2018 14:03:43","09-03-2018 14:02:15",
"11191","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","1","3952.9229999752715","552","3","0.44","2","-1","1","-1","0","0","-1","3","0.46","2","1","8","2","4","6321.34100003168","393","3","0.48","2","0","6","1","3","5070.415999973193","632","3","0.52","1","1","5","1","2","4503.329999977723","567","3","0.54","1","0","2","2","0","3002.2200000239536","453","3","0.56","1","1","7","1","3","5704.217999998946","612","3","0.68","1","1","3","1","0","3452.5530000100844","502","1","0","0","0","0","0","0","0","0","0","0","99","[1,2,3,4]","1","","1","0","0","female","community","1","1","500.44","500.66","500.37","0.12","1165","Study 4b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36","","10.184.5.175","10.184.5.175","27-03-2018 13:45:56","27-03-2018 13:45:20",
"11196","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","7","2","3","7616.819000002579","1090","3","0.44","2","1","1","2","0","0","2096","3","0.46","2","0","8","1","4","8716.841000015847","2363","3","0.48","2","0","4","1","2","4550.090999997337","1075","3","0.52","1","1","3","1","1","3150.063000008231","1389","3","0.54","1","0","5","2","2","5633.446000007098","919","3","0.56","1","1","6","1","2","6550.131000010879","1054","3","0.68","1","0","2","2","1","2100.0420000054874","1050","1","0","0","0","0","0","0","0","0","0","0","26","[1,2,3,4]","2","99","1","0","0","male","mturk","1","1","500.07","500.5","500.01","0.16","1167","Study 4b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36","","10.184.7.119","10.184.7.119","16-04-2018 12:03:52","16-04-2018 12:02:53",
"11197","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","2","5548.051999999643","1050","3","0.44","2","1","3","2","1","4110.905999999886","735","3","0.46","2","1","2","2","0","3007.9799999998613","1101","3","0.48","2","-1","1","-1","0","0","-1","3","0.52","1","1","7","1","4","7787.497999999232","1332","3","0.54","1","0","4","2","2","4846.189999999751","699","3","0.56","1","1","6","1","3","6601.016999999501","1180","3","0.68","1","1","8","1","5","9124.37799999907","801","1","0","0","0","0","0","0","0","0","0","0","22","[1,2,3,4]","1","HK","1","0","0","female","community","1","1","501.36","501.56","501.33","0.08","1169","Study 4b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36","1290x723","10.89.234.247","10.89.234.247","30-04-2018 11:31:27","30-04-2018 11:29:59",
"11198","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","8","2","5","6917.634999990696","936","3","0.44","2","1","7","2","4","6250.8749999979045","667","3","0.46","2","1","3","2","1","2166.9700000202283","817","3","0.48","2","0","2","1","1","1216.8370000144932","951","3","0.52","1","0","6","2","4","4934.023999987403","1312","3","0.54","1","1","1","1","0","0","1209","3","0.56","1","1","5","1","3","3583.8349999976344","1343","3","0.68","1","1","4","1","2","2983.7509999924805","599","1","0","0","0","0","0","0","0","0","0","0","99","[1,2,3,4]","2","TEST","1","0","0","other","firstyear","1","1","500.1","500.31","500.07","0.08","1177","Study 4b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36","1321x721","220.245.113.72","220.245.113.72","07-05-2018 17:19:54","07-05-2018 17:18:40",
"1384","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","2","6492.885769610453","1803","3","0.44","2","0","4","1","2","4821.270450051641","771","3","0.46","2","1","8","2","3","9391.054433915444","832","3","0.48","2","0","7","1","3","8299.946169847273","1087","3","0.52","1","-1","1","-1","0","0","-1","3","0.54","1","1","2","1","0","3002.6786491846287","1011","3","0.56","1","1","3","1","1","4020.2766086653137","791","3","0.68","1","0","5","2","2","5606.707903330156","881","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","Australia","1","0","0","","firstyear","1","1","500.49","500.59","500.36","0.06","1001","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","20-02-2018 13:00:25","20-02-2018 12:58:36",
"1385","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","4","2","3","2190.4443504737573","697","3","0.44","2","1","2","2","1","670.472966397625","948","3","0.46","2","0","6","1","4","3427.1210106985236","626","3","0.48","2","0","5","1","4","2892.0555450512183","530","3","0.52","1","1","3","1","2","1623.0418972544575","554","3","0.54","1","1","1","1","0","0","666","3","0.56","1","1","7","1","4","4061.0604549382406","584","3","0.68","1","1","8","1","5","4653.986956258712","588","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","1","Australia","1","0","0","female","firstyear","1","1","500.39","500.57","500.09","0.17","1002","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.79","10.16.97.79","20-02-2018 13:01:43","20-02-2018 13:00:20",
"1394","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","2","1","0","3002.9270510837086","1210","3","0.44","2","1","8","2","4","10082.037503426472","746","3","0.46","2","1","3","2","0","4222.52952621867","1189","3","0.48","2","1","7","2","3","9229.085290691582","848","3","0.52","1","-1","1","-1","0","0","-1","3","0.54","1","0","5","2","2","6275.547843082473","868","3","0.56","1","1","6","1","2","7159.990695157088","2054","3","0.68","1","1","4","1","1","5423.999247196116","842","1","0","0","0","0","0","0","0","0","0","0","","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.09","513.04","500.42","4.14","1004","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.240","10.16.96.240","20-02-2018 14:04:02","20-02-2018 14:02:21",
"1395","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","7","1","5","5429.53276479496","792","3","0.44","2","1","6","2","4","4511.933519469152","912","3","0.46","2","1","2","2","1","1084.3637141519575","870","3","0.48","2","1","1","2","0","0","1078","3","0.52","1","1","4","1","3","2741.9817328165954","765","3","0.54","1","0","5","2","4","3510.6006241024734","986","3","0.56","1","1","3","1","2","1969.921160159618","768","3","0.68","1","1","8","1","5","6231.338149797448","837","1","0","0","0","0","0","0","0","0","0","0","18","[1,2,3,4]","2","Australia","1","0","0","female","firstyear","1","1","502.46","515.76","500.49","5.02","1005","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.245","10.16.96.245","20-02-2018 14:05:00","20-02-2018 14:03:01",
"1404","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","0","1418.6263175552012","1090","3","0.44","2","0","3","1","1","2519.9396937579076","723","3","0.46","2","1","6","2","2","4622.045035051029","791","3","0.48","2","0","5","1","2","3871.4231525003197","743","3","0.52","1","0","1","2","0","0","1406","3","0.54","1","1","7","1","3","5423.103696577418","596","3","0.56","1","1","8","1","4","6023.595883885639","841","3","0.68","1","1","4","1","1","3254.3029129118877","611","1","0","0","0","0","0","0","0","0","0","0","21","[1,2,3,4]","1","Hong Kong ","1","0","0","male","community","1","1","500.45","500.62","500.24","0.12","1006","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","20-02-2018 14:30:47","20-02-2018 14:29:27",
"1409","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","6","2","2","6204.9860002007335","982","3","0.44","2","1","3","2","1","2692.726000212133","739","3","0.46","2","0","5","1","2","4448.860000120476","1753","3","0.48","2","0","1","1","0","0","2022","3","0.52","1","0","7","2","3","7191.759000299498","892","3","0.54","1","1","8","1","3","8094.9060001876205","1293","3","0.56","1","0","4","2","2","3445.356000214815","1003","3","0.68","1","1","2","1","0","2023.7210001796484","655","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","2","USA","1","0","0","male","mturk","1","1","501.81","502.13","501.76","0.12","1009","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36","","173.218.222.204","173.218.222.204","21-02-2018 09:35:49","21-02-2018 09:34:46",
"1410","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","4","1","2","1606.7649996839464","526","3","0.44","2","1","3","2","1","1054.3269999325275","545","3","0.46","2","1","8","2","3","3864.928000140935","568","3","0.48","2","0","1","1","0","0","612","3","0.52","1","1","2","1","0","619.1520001739264","436","3","0.54","1","0","6","2","3","2644.0159999765456","647","3","0.56","1","0","7","2","3","3296.349999960512","569","3","0.68","1","1","5","1","2","2142.273999750614","499","1","0","0","0","0","0","0","0","0","0","0","22","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","502.49","504.45","501.82","0.78","1010","Study 4b","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36","","73.66.161.6","73.66.161.6","21-02-2018 09:36:08","21-02-2018 09:34:47",
"1415","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","2","2","1","667.9199999998673","602","3","0.44","2","1","3","2","2","1269.0479999946547","653","3","0.46","2","1","8","2","5","4608.648000001267","630","3","0.48","2","1","6","2","3","3172.6199999975506","754","3","0.52","1","0","4","2","3","1920.269999995071","590","3","0.54","1","0","5","2","3","2504.6999999976833","674","3","0.56","1","1","7","1","4","3924.030000001949","687","3","0.68","1","1","1","1","0","0","681","1","0","0","0","0","0","0","0","0","0","0","45","[1,2,3,4]","1","United States","1","0","0","male","mturk","1","1","500.94","500.94","500.94","0","1011","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36","","172.75.209.161","172.75.209.161","21-02-2018 09:49:50","21-02-2018 09:47:59",
"1423","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","1","2803.459329484969","674","3","0.44","2","0","2","1","1","667.5429888333238","608","3","0.46","2","1","8","2","4","4589.580806089776","594","3","0.48","2","0","3","1","1","1284.718299342734","692","3","0.52","1","1","7","1","3","3955.45251918758","623","3","0.54","1","0","4","2","1","1985.8437343013865","805","3","0.56","1","1","1","1","0","0","653","3","0.68","1","1","6","1","2","3488.181778596969","452","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","Australia","1","0","0","female","community","1","1","500.53","500.89","500.18","0.2","1012","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.97.54","10.16.97.54","21-02-2018 09:55:34","21-02-2018 09:54:14",
"1445","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","6","1","4","5733.333333333256","623","3","0.44","2","0","1","1","0","0","2484","3","0.46","2","1","2","2","0","2483.3333333332557","921","3","0.48","2","1","5","2","3","4983.333333333256","748","3","0.52","1","1","7","1","4","6368.888797156047","803","3","0.54","1","1","8","1","5","7185.555463822791","611","3","0.56","1","1","3","1","1","3400","908","3","0.68","1","1","4","1","2","4300","680","1","0","0","0","0","0","0","0","0","0","0","36","[1,2,3,4]","1","USA","1","0","0","male","mturk","1","1","500","500","500","0","1008","Study 4b","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:58.0) Gecko/20100101 Firefox/58.0","","172.11.220.144","172.11.220.144","21-02-2018 10:03:12","21-02-2018 10:01:13",
"1453","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","1","5","2","2","3053.952584474886","621","3","0.44","2","0","3","1","2","1569.345168949767","744","3","0.46","2","0","4","1","2","2320.005260273967","727","3","0.48","2","0","6","1","3","3687.9649315068527","907","3","0.52","1","1","1","1","0","0","1059","3","0.54","1","1","2","1","1","1067.7339178082184","488","3","0.56","1","0","7","2","3","4605.866374429228","508","3","0.68","1","1","8","1","3","5124.384730593607","796","1","0","0","0","0","0","0","0","0","0","0","20","[1,2,3,4]","2","Hong Kong ","1","0","0","female","firstyear","1","1","502.25","514.79","500.36","4.74","1013","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063","","10.16.96.205","10.16.96.205","21-02-2018 10:06:38","21-02-2018 10:05:27",
"1498","study6bp","1","0","0","0","0","0","1","0","0","0","0","0","3","0.42","2","0","1","1","0","0","1726","3","0.44","2","1","4","2","1","3583.1900000000023","710","3","0.46","2","0","3","1","1","2816.5540000000037","767","3","0.48","2","1","6","2","3","5066.463999999978","803","3","0.52","1","1","5","1","2","4299.8279999999795","756","3","0.54","1","1","2","1","0","1733.2640000000247","1079","3","0.56","1","0","8","2","5","6483.074000000081","869","3","0.68","1","1","7","1","4","5866.43200000003","609","1","0","0","0","0","0","0","0","0","0","0","25","[1,2,3,4]","1","United States of America","1","0","0","male","mturk","1","1","516.65","516.65","516.65","0","1014","Study 4b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36","","107.188.146.178","107.188.146.178","21-02-2018 11:04:35","21-02-2018 11:03:35",
