resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
11018,1054,19,female,community,study6ap,3,3,0,0,0,0,0,6,1,3,0.15,90,741,2,2,1,1,2176.7076441649842,,
11018,1054,19,female,community,study6ap,3,3,0,0,0,0,0,7,1,7,0.20,90,715,1,2,0,3,5180.25072781671,,
11018,1054,19,female,community,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,766,2,2,1,2,2931.3710190719794,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,1,1,1,0.10,270,1443,1,1,1,0,0,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,2,1,3,0.15,270,997,1,1,1,2,2971.799078516633,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,3,1,7,0.20,270,1125,1,1,1,5,8616.280728045516,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,959,1,1,1,4,5327.2414472303935,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,5,1,6,0.10,90,2308,1,2,0,5,6295.9162143316935,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,6,1,2,0.15,90,1509,2,2,1,1,1452.5514381885514,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,7,1,8,0.20,90,1201,2,2,1,6,9755.59006556058,,
11019,1053,24,female,community,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,1341,2,2,1,3,3974.515718579947,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,1,1,2,0.10,270,-1,-1,1,-1,1,2086.6951091462397,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,2,1,5,0.15,270,1530,1,1,1,2,7815.78122182651,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,3,1,3,0.20,270,1647,2,1,0,1,5093.60418273363,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,4,1,6,0.25,270,1329,1,1,1,3,9352.302844316153,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,5,1,7,0.10,90,1135,2,2,1,4,10688.178447092061,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,6,1,8,0.15,90,1424,1,2,0,5,11829.528939818723,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,7,1,1,0.20,90,2076,2,2,1,0,0,,
11023,1055,23,male,community,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,1060,2,2,1,1,6746.683180020795,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,8,0.10,270,1385,2,1,0,1,9013.777000000118,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,1,0.15,270,-1,-1,1,-1,0,0,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,6,0.20,270,1245,2,1,0,1,6781.337000007625,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,3,0.25,270,735,2,1,0,0,3881.7800000106217,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,2,0.10,90,857,1,2,0,0,3015.460000009625,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,5,0.15,90,917,1,2,0,1,5864.320000007865,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,7,0.20,90,980,1,2,0,1,8030.83700001298,,
11037,1056,22,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,1249,2,2,1,0,4614.820000017062,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,8,0.10,270,1890,2,1,0,3,12949.481999996351,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,4,0.15,270,1676,1,1,1,1,6066.423999996914,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,2,0.20,270,1615,2,1,0,0,3016.5459999989253,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,1690,2,1,0,2,7749.689999996917,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,3,0.10,90,1438,2,2,1,0,4633.148000000801,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,6,0.15,90,1683,2,2,1,2,9432.95599999692,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,1,0.20,90,-1,-1,2,-1,0,0,,
11039,1057,49,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,7,0.25,90,1838,1,2,0,3,11116.221999996924,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,8,0.10,270,2049,2,1,0,5,9766.959000000497,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,7,0.15,270,1034,1,1,1,4,8733.588000002783,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,1,0.20,270,818,1,1,1,0,0,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,6,0.25,270,1060,1,1,1,3,7666.884000005666,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,4,0.10,90,2486,2,2,1,2,2183.4320000198204,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,3,0.15,90,711,1,2,0,2,1466.7330000083894,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,-1,-1,2,-1,3,4666.821000020718,,
11041,1058,47,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,2,0.25,90,656,2,2,1,1,816.6999999957625,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,4,0.10,270,1185,1,1,1,2,4433.0600000103,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,6,0.15,270,1157,2,1,0,3,7016.134999983478,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,7,0.20,270,873,1,1,1,3,8182.685000007041,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,3,0.25,270,986,1,1,1,1,3449.8250000178814,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,1,0.10,90,1559,1,2,0,0,0,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,8,0.15,90,1372,1,2,0,4,9065.93000004068,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,2,0.20,90,1871,2,2,1,0,1566.6799999889918,,
11044,1061,54,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,5,0.25,90,1393,1,2,0,3,5616.275000036694,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,4,0.10,270,1758,2,1,0,2,3548.7929999944754,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,2194,1,1,1,2,10898.179999989225,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,2,0.20,270,1142,1,1,1,1,1232.9139999928884,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,6,0.25,270,1039,2,1,0,2,8315.72500000766,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,1,0.10,90,1222,2,2,1,0,0,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,3,0.15,90,1159,1,2,0,2,2382.5229999929434,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,-1,-1,2,-1,2,5314.8590000055265,,
11045,1060,33,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,7,0.25,90,1521,1,2,0,2,9365.367999998853,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,3,0.10,270,894,1,1,1,0,1916.7220001108944,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,2,0.15,270,909,2,1,0,0,1000.0289999879897,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,4,0.20,270,833,1,1,1,1,2816.746999975294,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,7,0.25,270,920,2,1,0,4,7150.071999756619,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,1,0.10,90,990,1,2,0,0,0,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,5,0.15,90,2235,2,2,1,2,3600.1130000222474,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,6,0.20,90,1320,2,2,1,3,5833.393999841064,,
11048,1062,41,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,8,0.25,90,2302,2,2,1,4,8066.739999689162,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,7,0.10,270,2047,2,1,0,2,9159.264999994775,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,1,0.15,270,786,2,1,0,0,0,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,6,0.20,270,1436,1,1,1,1,7724.478999996791,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,2,0.25,270,1475,2,1,0,0,784.1329999937443,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,3,0.10,90,2353,2,2,1,0,2285.6339999998454,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,4,0.15,90,1462,1,2,0,1,4638.0150000040885,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,1616,1,2,0,1,6106.169000006048,,
11050,1063,23,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,8,0.25,90,1569,1,2,0,2,11211.334999999963,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,3,0.10,270,-1,-1,1,-1,1,2754.608136390365,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,2089,1,1,1,2,13506.61801260928,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,6,0.20,270,1746,2,1,0,2,9349.578944092646,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,7,0.25,270,2396,2,1,0,2,11102.430634608609,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,2,0.10,90,798,1,2,0,1,1953.2494750694314,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,1,0.15,90,1947,2,2,1,0,0,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,2128,1,2,0,2,7212.54836953475,,
11067,1064,28,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,1449,2,2,1,1,5759.872678849177,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,5,0.10,270,1476,1,1,1,2,7965.436599000008,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,1,0.15,270,-1,-1,1,-1,0,0,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,4,0.20,270,1794,1,1,1,1,6166.125178000002,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,6,0.25,270,2285,2,1,0,3,9448.637910000005,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,2,0.10,90,2397,2,2,1,0,3016.5814260000043,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,7,0.15,90,1624,1,2,0,3,11748.716545999996,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,3,0.20,90,741,1,2,0,1,5416.2704740000045,,
11073,1065,33,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,8,0.25,90,2933,1,2,0,3,13382.48754599999,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,8,0.10,270,2337,2,1,0,4,11616.202000019257,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,2,0.15,270,1239,2,1,0,0,2433.235999997123,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,7,0.20,270,1581,2,1,0,4,10032.932000016444,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,1,0.25,270,2436,2,1,0,0,0,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,5,0.10,90,1381,2,2,1,2,6799.72799999814,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,3,0.15,90,1500,2,2,1,0,3666.5199999988545,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,4,0.20,90,1634,2,2,1,1,5166.459999993094,,
11074,1066,30,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,6,0.25,90,1850,2,2,1,3,8183.006000006571,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,2,0.10,270,2126,1,1,1,1,1566.603999817744,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,2011,2,1,0,5,13466.127999825403,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,6,0.20,270,1922,2,1,0,4,10116.26199982129,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,2147,1,1,1,3,7966.347999870777,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,7,0.10,90,1402,2,2,1,4,12049.51799986884,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,3,0.15,90,-1,-1,2,-1,2,3699.8519997578114,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,1,0.20,90,1555,2,2,1,0,0,,
11077,1067,68,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,4,0.25,90,1239,2,2,1,2,6716.3979997858405,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,1,0.10,270,1699,1,1,1,0,0,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,6,0.15,270,924,1,1,1,4,8222.688999958336,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,2,0.20,270,-1,-1,1,-1,1,1715.7440000446513,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,4,0.25,270,681,1,1,1,2,5774.86400003545,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,3,0.10,90,1024,2,2,1,1,4739.058000035584,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,7,0.15,90,902,2,2,1,5,9158.875999972224,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,1763,2,2,1,3,6456.612000009045,,
11082,1068,52,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,8,0.25,90,1518,2,2,1,6,10066.915999981575,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,1,1,1,0.10,270,2965,2,1,0,0,0,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,2,1,3,0.15,270,2072,1,1,1,0,5965.38700000383,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,3,1,2,0.20,270,-1,-1,1,-1,0,2965.3330000001006,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,4,1,6,0.25,270,716,2,1,0,1,10132.185999973444,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,5,1,5,0.10,90,1208,1,2,0,1,8923.806999984663,,
11089,1071,29,male,mturk,study6ap,3,3,0,0,0,0,,8,1,4,0.25,90,889,1,2,0,1,8034.882999985712,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,6,0.10,270,1609,2,1,0,1,8416.338999988511,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,1751,1,1,1,1,12549.480999994557,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,2,0.20,270,1358,2,1,0,0,1433.2789999898523,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,7,0.25,270,2508,2,1,0,1,10032.914999988861,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,5,0.10,90,1658,1,2,0,1,6749.707999988459,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,4,0.15,90,2257,2,2,1,0,4483.161000011023,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,1,0.20,90,1433,1,2,0,0,0,,
11090,1072,52,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,3,0.25,90,1683,1,2,0,0,2799.897000018973,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,2,0.10,270,810,2,1,0,0,1000.9800000116229,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,1365,2,1,0,2,7047.116000045207,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,4,0.20,270,1167,2,1,0,0,2535.816000017803,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,780,1,1,1,0,3710.516000021016,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,6,0.10,90,1403,1,2,0,1,4494.617000033031,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,1,0.15,90,1003,1,2,0,0,0,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,7,0.20,90,1133,2,2,1,1,5912.672000034945,,
11095,1073,53,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,3,0.25,90,703,1,2,0,0,1818.4470000123838,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,3,0.10,270,2043,2,1,0,2,4166.499999992084,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,7,0.15,270,2144,2,1,0,3,11866.191999986768,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,4,0.20,270,-1,-1,1,-1,2,6216.417999996338,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,1353,1,1,1,2,9232.963999995263,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,2,0.10,90,1749,2,2,1,1,2416.5700000012293,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,8,0.15,90,2214,1,2,0,3,14016.105999966385,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,1,0.20,90,2415,2,2,1,0,0,,
11098,1074,34,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,6,0.25,90,1262,1,2,0,3,10599.575999978697,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,1,0.10,270,-1,-1,1,-1,0,0,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,2343,1,1,1,5,13066.185999996378,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,2,0.20,270,697,1,1,1,0,3016.5219999980764,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,7,0.25,270,1575,1,1,1,4,11482.933999992383,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,4,0.10,90,1769,1,2,0,2,5349.73099999479,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,6,0.15,90,2860,2,2,1,3,8616.294999992533,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,3,0.20,90,1629,2,2,1,1,3716.4519999932963,,
11103,1075,24,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,5,0.25,90,1472,2,2,1,2,7133.0179999931715,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,2,0.10,270,1108,2,1,0,1,884.4284079999779,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,3,0.15,270,763,1,1,1,1,2002.6217969999998,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,6,0.20,270,-1,-1,1,-1,3,4590.948268000007,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,5,0.25,270,1042,1,1,1,2,3538.8478130000294,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,4,0.10,90,766,1,2,0,2,2771.1920710000268,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,8,0.15,90,653,2,2,1,3,8198.222054999991,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,7,0.20,90,594,1,2,0,3,7596.93013600001,,
11110,1076,33,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,1,0.25,90,879,2,2,1,0,0,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,1,1,6,0.10,270,875,1,1,1,3,8499.456000048667,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,2,1,8,0.15,270,782,1,1,1,5,10325.728000025265,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,3,1,4,0.20,270,1356,1,1,1,1,6027.391999959946,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,4,1,3,0.25,270,1319,1,1,1,0,4701.087999972515,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,5,1,2,0.10,90,1692,1,2,0,0,3006.751999957487,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,6,1,1,0.15,90,-1,-1,2,-1,0,0,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,7,1,5,0.20,90,1110,2,2,1,2,7388.4159999433905,,
11115,1077,48,female,mturk,study6ap,3,3,0,0,0,0,0,8,1,7,0.25,90,941,2,2,1,4,9381.344000110403,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,8,0.10,270,1021,1,1,1,6,5633.108000271022,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,7,0.15,270,1251,1,1,1,5,4366.49200017564,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,1,0.20,270,616,1,1,1,0,0,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,6,0.25,270,585,1,1,1,4,3783.1820000428706,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,3,0.10,90,635,1,2,0,2,1399.9439999461174,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,6,1,2,0.15,90,729,2,2,1,1,616.6419999208301,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,7,1,4,0.20,90,845,2,2,1,2,2033.2519998773932,,
11120,1078,32,male,mturk,study6ap,3,3,0,0,0,0,0,8,1,5,0.25,90,865,2,2,1,3,2899.883999954909,,
11125,1079,34,male,mturk,study6ap,3,3,0,0,0,0,0,1,1,7,0.10,270,1735,2,1,0,4,10049.598000012338,,
11125,1079,34,male,mturk,study6ap,3,3,0,0,0,0,0,2,1,2,0.15,270,1927,1,1,1,1,1449.9419999992824,,
11125,1079,34,male,mturk,study6ap,3,3,0,0,0,0,0,3,1,1,0.20,270,1445,1,1,1,0,0,,
11125,1079,34,male,mturk,study6ap,3,3,0,0,0,0,0,4,1,3,0.25,270,1681,1,1,1,2,3383.1980000031763,,
11125,1079,34,male,mturk,study6ap,3,3,0,0,0,0,0,5,1,5,0.10,90,2059,1,2,0,3,6783.062000009522,,
