resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,41,1,20,0.10,270,538,1,1,1,16,14227.932000067085,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,42,1,163,0.15,270,517,1,1,1,125,100480.70900031598,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,43,1,132,0.20,270,501,1,1,1,103,79847.56300051231,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,44,1,153,0.25,270,631,1,1,1,121,92440.90600044001,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,45,1,165,0.10,90,460,1,2,0,127,101548.16500033485,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,46,1,9,0.15,90,625,2,2,1,7,8373.067000007723,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,47,1,199,0.20,90,512,2,2,1,150,120763.60800029943,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,48,1,129,0.25,90,397,1,2,0,101,78179.41200046334,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,49,1,42,0.10,270,615,1,1,1,37,26004.030000185594,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,50,1,126,0.15,270,491,2,1,0,99,74626.54400040628,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,51,1,157,0.20,270,1469,2,1,0,122,95660.25800042553,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,52,1,3,0.25,270,474,1,1,1,1,4620.082999928854,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,53,1,68,0.10,90,458,2,2,1,58,40765.9270002041,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,54,1,1,0.15,90,-1,-1,2,-1,0,0,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,55,1,187,0.20,90,385,2,2,1,141,111989.96000026818,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,56,1,183,0.25,90,375,1,2,0,139,110255.34400035394,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,57,1,70,0.10,270,2229,2,1,0,59,41733.55200025253,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,58,1,117,0.15,270,702,2,1,0,94,69405.77400033362,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,59,1,33,0.20,270,494,1,1,1,29,21250.27400016552,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,60,1,101,0.25,270,561,1,1,1,81,61065.77400036622,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,61,1,162,0.10,90,716,2,2,1,124,99763.51200032514,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,62,1,136,0.15,90,485,2,2,1,107,81598.85800053598,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,63,1,15,0.20,90,569,2,2,1,11,11458.968000020832,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,64,1,19,0.25,90,477,2,2,1,15,13744.241000094917,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,65,1,67,0.10,270,703,2,1,0,58,40065.40900020627,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,66,1,104,0.15,270,577,1,1,1,84,62533.52600033395,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,67,1,7,0.20,270,658,1,1,1,5,7038.746999984141,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,68,1,160,0.25,270,343,2,1,0,123,98779.2310003424,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,69,1,102,0.10,90,481,2,2,1,82,61632.86000036169,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,70,1,49,0.15,90,446,1,2,0,44,29706.987000186928,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,71,1,106,0.20,90,733,1,2,0,86,63550.94500031555,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,72,1,58,0.25,90,573,2,2,1,49,34561.100000166334,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,73,1,189,0.10,270,640,1,1,1,143,112974.26900023129,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,74,1,196,0.15,270,442,1,1,1,149,116777.3270002217,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,75,1,48,0.20,270,516,1,1,1,43,29189.938000170514,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,76,1,23,0.25,270,558,1,1,1,19,15762.4000000651,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,77,1,26,0.10,90,427,2,2,1,22,17480.580000090413,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,78,1,167,0.15,90,446,2,2,1,127,102432.15200031409,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,79,1,141,0.20,90,553,2,2,1,111,84451.22100051958,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,80,1,125,0.25,90,729,2,2,1,98,73892.66800036421,,
