resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,1,1,3,0.5,225,600,1,1,1,2,2601.9240000168793,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,2,1,7,0.6,225,466,1,1,1,6,4753.741000051377,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,3,1,5,0.7,225,526,1,1,1,4,3753.0010000336915,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,4,1,8,0.8,225,711,1,1,1,7,5220.753000059631,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,5,1,1,0.5,135,1358,2,2,1,0,0,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,6,1,6,0.6,135,463,2,2,1,5,4286.729000043124,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,7,1,2,0.7,135,1236,2,2,1,1,1367.6780000096187,,
1312,1013,23,female,Not Set,study3ap,3,3,0,0,0,0,0,8,1,4,0.8,135,545,2,2,1,3,3202.368000027491,,
