resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,1,1,91,0.05,225,1220,2,1,0,65,122812.1969999338,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,2,1,48,0.06,225,1598,2,1,0,35,70254.22299990896,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,3,1,7,0.07,225,2607,1,1,1,5,5320.844000001671,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,4,1,98,0.08,255,1118,1,1,1,68,130584.8489999189,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,5,1,90,0.05,135,1148,2,2,1,64,121661.34599993529,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,6,1,86,0.06,135,1190,2,2,1,61,116257.09299992013,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,7,1,119,0.07,135,1224,1,2,0,81,161775.81899992947,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,8,1,71,0.08,135,914,2,2,1,49,101562.16399991536,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,9,1,31,0.05,225,1952,1,1,1,23,47436.33399991086,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,10,1,83,0.06,225,928,1,1,1,59,112971.088999926,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,11,1,73,0.07,225,806,1,1,1,50,103563.64399992162,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,12,1,13,0.08,255,2611,1,1,1,10,14644.654999996419,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,13,1,65,0.05,135,1150,2,2,1,45,93472.36599991447,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,14,1,53,0.06,135,1813,1,2,0,38,77760.25799989293,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,15,1,37,0.07,135,1209,2,2,1,27,56460.16199991573,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,16,1,21,0.08,135,1580,2,2,1,16,31407.53499994753,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,17,1,10,0.05,225,2018,2,1,0,8,10457.975999990595,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,18,1,101,0.06,225,1206,2,1,0,70,134187.71599991305,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,19,1,28,0.07,225,844,1,1,1,21,44117.21299991768,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,20,1,64,0.08,255,1031,1,1,1,44,92438.26799991075,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,21,1,112,0.05,135,1491,2,2,1,77,150550.60499992396,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,22,1,105,0.06,135,1390,1,2,0,72,139958.94699991914,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,23,1,16,0.07,135,2767,2,2,1,13,21483.29299998295,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,24,1,69,0.08,135,1554,1,2,0,48,98909.96499992616,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,25,1,61,0.05,225,1348,1,1,1,41,89102.46799989545,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,26,1,104,0.06,225,1475,1,1,1,71,138474.51599991473,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,27,1,77,0.07,225,884,2,1,0,54,107199.87099993159,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,28,1,103,0.08,255,1648,1,1,1,70,136822.99799991597,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,29,1,38,0.05,135,1525,2,2,1,28,57677.728999915416,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,30,1,29,0.06,135,1192,1,2,0,22,44967.84199991089,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,31,1,52,0.07,135,1550,2,2,1,37,76208.84899988596,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,32,1,92,0.08,135,1641,2,2,1,65,124029.7639999335,,
1313,1013,23,female,Not Set,study3aa,1,1,0,0,0,0,0,33,1,14,0.05,225,2455,1,1,1,11,17263.506000002963,,
